date,value
2018-04-10,115.409828
2018-04-11,115.43069
2018-04-12,115.422414
2018-04-13,115.433448
2018-04-16,115.445172
2018-04-17,115.443103
2018-04-18,115.45
2018-04-19,115.455517
2018-04-20,115.457586
2018-04-23,115.457241
2018-04-24,115.455862
2018-04-25,115.457586
2018-04-26,115.460345
2018-04-27,115.457586
2018-04-30,115.465517
2018-05-02,115.458621
2018-05-03,115.454483
2018-05-04,115.451035
2018-05-07,115.455517
2018-05-08,115.451379
2018-05-09,115.44931
2018-05-10,115.447241
2018-05-11,115.447586
2018-05-14,115.452414
2018-05-15,115.449655
2018-05-16,115.444483
2018-05-18,115.453793
2018-05-21,115.444828
2018-05-22,115.438966
2018-05-23,115.438276
2018-05-24,115.43931
2018-05-25,115.43931
2018-05-28,115.44
2018-05-29,115.444138
2018-05-30,115.442759
2018-05-31,115.441379
2018-06-01,115.438621
2018-06-04,115.451035
2018-06-05,115.444483
2018-06-06,115.444138
2018-06-07,115.422414
2018-06-08,115.452414
2018-06-11,117.421379
2018-06-12,119.463793
2018-06-13,119.492759
2018-06-14,119.906897
2018-06-19,120.812759
2018-06-20,121.072414
2018-06-21,121.058621
2018-06-22,121.121724
2018-06-25,121.185517
2018-06-26,121.204828
2018-06-27,121.248966
2018-06-28,121.273793
2018-06-29,121.288276
2018-07-03,121.292414
2018-07-04,121.323448
2018-07-05,121.323103
2018-07-06,121.326552
2018-07-09,121.336897
2018-07-10,121.337586
2018-07-11,121.342759
2018-07-12,121.34069
2018-07-13,121.341724
2018-07-16,124.656207
2018-07-17,127.584483
2018-07-18,127.845517
2018-07-19,127.855172
2018-07-20,128.001379
2018-07-23,128.074483
2018-07-24,128.115172
2018-07-26,127.999655
2018-07-27,127.816207
2018-07-30,123.734483
2018-07-31,123.420345
2018-08-01,123.684483
2018-08-02,123.550345
2018-08-03,123.745862
2018-08-06,123.826552
2018-08-07,123.914483
2018-08-08,123.936552
2018-08-09,123.914483
2018-08-10,123.714138
2018-08-13,123.756552
2018-08-15,123.671035
2018-08-16,123.31
2018-08-17,123.540345
2018-08-20,123.595172
2018-08-24,123.915862
2018-08-27,123.944828
2018-08-28,123.977241
2018-08-29,124.005862
2018-08-30,123.984138
2018-08-31,124.014138
2018-09-03,123.998621
2018-09-04,124.017241
2018-09-05,124.056897
2018-09-06,124.061379
2018-09-07,124.074828
2018-09-10,124.09069
2018-09-11,124.091035
2018-09-12,124.098276
2018-09-13,124.085862
2018-09-14,124.088966
2018-09-17,124.094828
2018-09-18,124.099655
2018-09-19,124.084138
2018-09-24,124.097931
2018-09-25,124.104828
2018-09-26,124.105862
2018-09-27,124.107586
2018-09-28,124.11069
2018-10-01,124.104828
2018-10-02,124.103793
2018-10-03,124.155862
2018-10-04,124.141035
2018-10-05,124.106552
2018-10-08,124.111724
2018-10-09,130.656207
2018-10-10,132.954828
2018-10-11,133.24931
2018-10-12,131.706897
2018-10-15,132.20069
2018-10-16,132.901724
2018-10-17,133.287931
2018-10-18,133.36
2018-10-19,133.386897
2018-10-22,133.537241
2018-10-23,133.626897
2018-10-24,132.43069
2018-10-25,131.984828
2018-10-26,132.026897
2018-10-29,132.181724
2018-10-30,132.314483
2018-10-31,132.27931
2018-11-01,132.235517
2018-11-02,132.227586
2018-11-05,132.137931
2018-11-06,132.262069
2018-11-07,132.351379
2018-11-08,132.53069
2018-11-09,133.186897
2018-11-12,133.488276
2018-11-13,133.616897
2018-11-14,133.688276
2018-11-15,133.72931
2018-11-16,133.743448
2018-11-19,133.752414
2018-11-20,133.762069
2018-11-22,133.774828
2018-11-23,133.758276
2018-11-26,133.831035
2018-11-27,133.822414
2018-11-28,133.788276
2018-11-29,133.768276
2018-11-30,138.13069
2018-12-03,137.191724
2018-12-04,137.325517
2018-12-05,137.90931
2018-12-06,138.206207
2018-12-07,138.381379
2018-12-10,138.516552
2018-12-11,138.661379
2018-12-12,138.689655
2018-12-13,138.683448
2018-12-14,138.685172
2018-12-17,138.693103
2018-12-18,138.703793
2018-12-19,138.732069
2018-12-20,138.724828
2018-12-21,138.742414
2018-12-24,138.723448
2018-12-26,138.744828
2018-12-27,138.729655
2018-12-28,138.73069
2018-12-31,138.65
2019-01-02,138.694483
2019-01-03,138.718621
2019-01-04,138.723103
2019-01-07,138.708621
2019-01-08,138.722414
2019-01-09,138.714828
2019-01-10,138.716552
2019-01-11,138.722414
2019-01-14,138.728966
2019-01-15,138.745517
2019-01-16,138.751035
2019-01-17,138.765517
2019-01-18,138.733103
2019-01-21,138.757586
2019-01-22,138.754138
2019-01-23,138.754828
2019-01-24,138.755862
2019-01-25,138.755517
2019-01-28,138.622414
2019-01-29,138.63069
2019-01-30,138.508621
2019-01-31,138.306897
2019-02-01,138.102069
2019-02-04,138.151035
2019-02-06,138.121379
2019-02-07,138.161379
2019-02-08,138.136897
2019-02-11,138.606207
2019-02-12,138.725517
2019-02-13,138.746552
2019-02-14,138.748276
2019-02-15,138.746552
2019-02-18,138.475862
2019-02-19,138.690345
2019-02-20,138.743793
2019-02-21,138.558621
2019-02-22,138.502414
2019-02-25,138.462069
2019-02-26,138.59
2019-02-27,138.884483
2019-02-28,138.930345
2019-03-01,138.465862
2019-03-04,138.67069
2019-03-05,138.586552
2019-03-06,138.596207
2019-03-07,138.602759
2019-03-08,138.525172
2019-03-11,138.503793
2019-03-12,138.667241
2019-03-13,138.659655
2019-03-14,138.854483
2019-03-15,139.036897
2019-03-18,139.166897
2019-03-19,139.194828
2019-03-20,139.213103
2019-03-21,139.267241
2019-03-22,139.637586
2019-03-25,140.104828
2019-03-26,140.137414
2019-03-27,140.087586
2019-03-28,140.134483
2019-03-29,140.38
2019-04-01,140.639655
2019-04-02,140.808621
2019-04-03,141.045517
2019-04-04,141.151379
2019-04-05,141.146207
2019-04-08,141.108621
2019-04-09,141.188276
2019-04-10,141.218966
2019-04-11,141.214138
2019-04-12,141.225517
2019-04-15,141.235862
2019-04-16,141.233448
2019-04-17,141.23931
2019-04-18,141.25
2019-04-19,141.177931
2019-04-22,141.233103
2019-04-23,141.243448
2019-04-24,141.258966
2019-04-25,141.238276
2019-04-26,141.246207
2019-04-29,141.262759
2019-04-30,141.254138
2019-05-02,141.212069
2019-05-03,141.213448
2019-05-06,141.191724
2019-05-08,141.199655
2019-05-09,141.114138
2019-05-10,141.241379
2019-05-13,141.244828
2019-05-14,141.243103
2019-05-15,141.239655
2019-05-16,144.088276
2019-05-17,146.77931
2019-05-20,147.72931
2019-05-21,150.094828
2019-05-22,151.363793
2019-05-23,151.511035
2019-05-24,151.226552
2019-05-27,149.721379
2019-05-28,149.73
2019-05-29,149.628966
2019-05-30,149.004483
2019-05-31,147.75931
2019-06-03,147.824483
2019-06-10,149.223448
2019-06-11,150.60069
2019-06-12,151.142414
2019-06-13,151.688276
2019-06-14,153.336207
2019-06-17,156.230345
2019-06-18,156.393793
2019-06-19,156.573103
2019-06-20,156.591379
2019-06-21,156.607931
2019-06-24,156.654828
2019-06-25,156.687931
2019-06-26,159.393793
2019-06-27,163.025172
2019-06-28,162.011724
2019-07-02,158.437586
2019-07-03,157.708621
2019-07-04,156.49069
2019-07-05,156.437586
2019-07-08,156.737931
2019-07-09,157.067241
2019-07-10,157.300345
2019-07-11,157.776552
2019-07-12,158.218276
2019-07-15,158.825517
2019-07-16,159.841552
2019-07-17,159.357586
2019-07-18,159.506897
2019-07-19,159.646897
2019-07-22,159.973103
2019-07-23,160.083448
2019-07-24,160.307241
2019-07-25,160.362069
2019-07-26,160.213448
2019-07-29,160.223448
2019-07-30,160.124138
2019-07-31,159.613103
2019-08-01,159.307931
2019-08-02,159.181035
2019-08-05,158.684138
2019-08-06,158.492069
2019-08-07,158.26069
2019-08-08,157.827931
2019-08-09,158.094138
2019-08-16,158.555172
2019-08-17,158.475862
2019-08-19,158.517931
2019-08-20,158.477586
2019-08-21,158.481379
2019-08-22,158.133793
2019-08-23,157.344483
2019-08-26,157.297241
2019-08-27,157.13069
2019-08-28,157.223103
2019-08-29,157.124138
2019-08-30,156.854138
2019-09-02,156.447241
2019-09-03,156.462759
2019-09-04,156.362069
2019-09-05,156.256897
2019-09-06,156.378276
2019-09-11,156.23069
2019-09-12,156.134483
2019-09-13,155.996552
2019-09-16,156.11069
2019-09-17,156.143793
2019-09-18,156.197931
2019-09-19,156.167931
2019-09-20,156.075517
2019-09-23,156.058621
2019-09-24,156.016552
2019-09-25,156.012069
2019-09-26,156.066552
2019-09-27,156.061379
2019-09-30,156.171724
2019-10-01,156.180345
2019-10-02,156.197586
2019-10-03,156.188276
2019-10-04,156.227586
2019-10-07,156.306552
2019-10-08,156.298276
2019-10-09,156.275862
2019-10-10,156.104828
2019-10-11,155.972069
2019-10-14,155.908621
2019-10-15,155.926552
2019-10-16,155.911035
2019-10-17,155.860345
2019-10-18,155.82
2019-10-21,155.825862
2019-10-22,155.768276
2019-10-23,155.781379
2019-10-24,155.784828
2019-10-25,155.762759
2019-10-28,155.741724
2019-10-29,155.715862
2019-10-30,155.657586
2019-10-31,155.612759
2019-11-01,155.611379
2019-11-04,155.552759
2019-11-05,155.52931
2019-11-06,155.546552
2019-11-07,155.526552
2019-11-08,155.456207
2019-11-11,155.494879
2019-11-12,155.375517
2019-11-13,155.34069
2019-11-14,155.343793
2019-11-15,155.34
2019-11-18,155.312069
2019-11-19,155.276207
2019-11-20,155.255862
2019-11-21,155.237931
2019-11-22,155.244483
2019-11-25,155.317586
2019-11-26,155.251035
2019-11-27,155.246552
2019-11-28,155.242414
2019-11-29,155.214828
2019-12-02,155.195333
2019-12-03,155.182667
2019-12-04,155.109833
2019-12-05,155.0745
2019-12-06,155.045167
2019-12-09,154.914
2019-12-10,154.867
2019-12-11,154.872333
2019-12-12,154.899667
2019-12-13,154.866667
2019-12-16,154.859333
2019-12-17,154.892333
2019-12-18,154.811667
2019-12-19,154.786
2019-12-20,154.783165
2019-12-23,154.817167
2019-12-24,154.811233
2019-12-26,154.809
2019-12-27,155.066833
2019-12-30,154.847667
2019-12-31,154.808667
2020-01-02,154.775172
2020-01-03,154.822759
2020-01-06,154.834828
2020-01-07,154.897931
2020-01-08,154.955517
2020-01-09,154.841379
2020-01-10,154.794483
2020-01-13,154.802069
2020-01-14,154.781035
2020-01-15,154.744138
2020-01-16,154.709655
2020-01-17,154.552069
2020-01-20,154.50069
2020-01-21,154.573793
2020-01-22,154.491724
2020-01-23,154.484138
2020-01-24,154.535172
2020-01-27,154.487931
2020-01-28,154.484828
2020-01-29,154.494138
2020-01-30,154.474138
2020-01-31,154.397586
2020-02-03,154.433103
2020-02-04,154.412069
2020-02-06,154.317586
2020-02-07,154.413103
2020-02-10,154.356897
2020-02-11,154.391379
2020-02-12,154.334138
2020-02-13,154.305517
2020-02-14,154.277931
2020-02-17,154.192414
2020-02-18,154.216552
2020-02-19,154.211724
2020-02-20,154.169138
2020-02-21,154.178276
2020-02-24,154.167241
2020-02-25,154.16931
2020-02-26,154.158276
2020-02-27,154.165862
2020-02-28,154.133276
2020-03-02,154.217586
2020-03-03,154.238966
2020-03-04,154.173449
2020-03-05,154.158277
2020-03-06,154.304828
2020-03-09,155.071379
2020-03-10,156.987931
2020-03-11,157.634483
2020-03-12,158.395862
2020-03-13,158.472069
2020-03-16,157.59
2020-03-17,158.33069
2020-03-18,158.343793
2020-03-19,158.412586
2020-03-20,158.293579
2020-03-24,158.400131
2020-03-25,159.807931
2020-03-26,163.022414
2020-03-27,166.351724
2020-03-30,165.26
2020-03-31,165.923103
2020-04-01,166.101035
2020-04-02,166.292414
2020-04-03,166.457586
2020-04-06,166.535517
2020-04-07,166.806207
2020-04-08,167.39931
2020-04-09,167.167241
2020-04-10,166.64
2020-04-13,166.416552
2020-04-14,166.544138
2020-04-15,166.54
2020-04-16,166.636207
2020-04-17,166.437241
2020-04-20,162.913103
2020-04-21,162.172414
2020-04-22,160.03069
2020-04-23,159.763793
2020-04-24,160.069655
2020-04-28,160.351724
2020-04-29,161.065517
2020-04-30,160.842414
2020-05-04,159.0975
2020-05-05,159.443571
2020-05-06,159.471786
2020-05-07,159.837143
2020-05-08,159.707143
2020-05-11,159.604643
2020-05-12,159.805714
2020-05-13,160.2375
2020-05-14,160.538929
2020-05-15,159.721786
2020-05-18,160.02567
2020-05-19,160.177857
2020-05-20,160.293571
2020-05-21,160.3775
2020-05-28,160.603214
2020-05-29,162.283571
2020-06-01,163.050594
2020-06-02,164.388525
2020-06-03,164.431974
2020-06-04,163.69956
2020-06-05,163.284043
2020-06-08,163.271284
2020-06-09,163.62979
2020-06-10,164.115307
2020-06-11,164.184387
2020-06-12,164.251859
2020-06-15,164.225307
2020-06-16,164.547721
2020-06-17,164.815652
2020-06-18,165.365307
2020-06-19,166.131169
2020-06-22,166.175652
2020-06-23,166.401514
2020-06-24,167.270135
2020-06-25,166.794962
2020-06-26,167.052203
2020-06-29,167.465652
2020-06-30,167.732439
2020-07-02,167.208276
2020-07-03,166.632414
2020-07-06,166.122759
2020-07-07,166.396897
2020-07-08,166.633793
2020-07-09,166.480345
2020-07-10,166.184962
2020-07-13,166.313448
2020-07-14,166.377586
2020-07-15,166.407931
2020-07-16,166.533103
2020-07-17,166.85
2020-07-20,167.263103
2020-07-21,167.847241
2020-07-22,167.563103
2020-07-23,167.401379
2020-07-24,167.36
2020-07-27,166.906207
2020-07-28,166.432069
2020-07-29,166.187931
2020-07-30,166.910345
2020-08-03,166.698966
2020-08-04,167.262069
2020-08-05,167.653448
2020-08-06,168.063793
2020-08-07,167.72931
2020-08-10,167.836552
2020-08-11,168.070345
2020-08-12,168
2020-08-13,167.878966
2020-08-17,167.886552
2020-08-18,167.873793
2020-08-19,167.97069
2020-08-20,168.016552
2020-08-21,168.041724
2020-08-24,168.108966
2020-08-25,168.16069
2020-08-26,168.208621
2020-08-27,167.387241
2020-08-28,166.893103
2020-08-31,166.386552
2020-09-01,165.564828
2020-09-02,165.393448
2020-09-03,165.573103
2020-09-04,165.694828
2020-09-07,165.603103
2020-09-08,165.895517
2020-09-09,166.175517
2020-09-10,166.254483
2020-09-11,166.029655
2020-09-14,165.827241
2020-09-15,166.022069
2020-09-16,166.133103
2020-09-17,166.208621
2020-09-18,165.701035
2020-09-21,165.758621
2020-09-22,166.085862
2020-09-23,166.008621
2020-09-24,165.933793
2020-09-25,165.637241
2020-09-28,165.95
2020-09-29,165.706552
2020-09-30,165.632759
2020-10-01,165.218966
2020-10-02,164.646207
2020-10-05,164.371379
2020-10-06,164.03931
2020-10-07,163.903103
2020-10-08,163.682069
2020-10-09,163.632759
2020-10-12,163.666379
2020-10-13,163.685862
2020-10-14,163.632414
2020-10-15,163.027241
2020-10-16,162.583103
2020-10-19,162.252414
2020-10-20,162.195862
2020-10-21,162.068621
2020-10-22,161.882069
2020-10-23,161.484138
2020-10-26,161.098621
2020-10-27,160.913793
2020-10-28,160.565172
2020-10-29,160.250345
2020-11-02,160.011724
2020-11-03,159.944138
2020-11-04,159.603793
2020-11-05,159.507931
2020-11-06,159.19
2020-11-09,158.838276
2020-11-10,158.64931
2020-11-11,158.448621
2020-11-12,158.218966
2020-11-13,158.08931
2020-11-16,157.983793
2020-11-17,158.031379
2020-11-18,158.582069
2020-11-19,159.875517
2020-11-20,160.46069
2020-11-23,160.613793
2020-11-24,160.608621
2020-11-25,159.499655
2020-11-26,158.966552
2020-11-27,159.136207
2020-11-30,159.196897
2020-12-01,159.21
2020-12-02,159.745517
2020-12-03,160.167241
2020-12-04,159.943448
2020-12-07,160.053448
2020-12-08,160.203103
2020-12-09,160.257241
2020-12-10,160.254828
2020-12-11,159.958966
2020-12-14,160.10069
2020-12-15,160.276207
2020-12-16,160.25
2020-12-17,160.055862
2020-12-18,159.875517
2020-12-21,160.091379
2020-12-22,160.400345
2020-12-23,160.421379
2020-12-24,160.140345
2020-12-28,160.283103
2020-12-29,160.196207
2020-12-30,160.094138
2020-12-31,159.770345
2021-01-04,159.764828
2021-01-05,159.922069
2021-01-06,160.111035
2021-01-07,160.045172
2021-01-08,159.838966
2021-01-11,160.031724
2021-01-12,160.132414
2021-01-13,160.145862
2021-01-14,160.018966
2021-01-15,160.047586
2021-01-18,160.148621
2021-01-19,160.254483
2021-01-20,160.257241
2021-01-21,160.306552
2021-01-22,160.375172
2021-01-25,160.542069
2021-01-26,160.469655
2021-01-27,160.443103
2021-01-28,160.203448
2021-01-29,160.012069
2021-02-01,160.028276
2021-02-02,160.036552
2021-02-03,160.003448
2021-02-04,159.963448
2021-02-08,159.74069
2021-02-09,159.283103
2021-02-10,159.141379
2021-02-11,159.015862
2021-02-12,158.721379
2021-02-15,158.667241
2021-02-16,159.132759
2021-02-17,159.194828
2021-02-18,158.894483
2021-02-19,158.788276
2021-02-22,158.911379
2021-02-23,158.831035
2021-02-24,158.673448
2021-02-25,158.405862
2021-02-26,158.062069
2021-03-01,157.972414
2021-03-02,157.856897
2021-03-03,157.275862
2021-03-04,156.989655
2021-03-05,156.883103
2021-03-08,156.974828
2021-03-09,156.941035
2021-03-10,156.815172
2021-03-11,156.963448
2021-03-12,156.926897
2021-03-15,156.871379
2021-03-16,156.675862
2021-03-17,156.050345
2021-03-18,155.066897
2021-03-19,155.574828
2021-03-22,155.747241
2021-03-24,155.423793
2021-03-25,154.994483
2021-03-26,154.667586
2021-03-29,154.168621
2021-03-30,153.275862
2021-03-31,152.538621
2021-04-01,152.545222
2021-04-02,152.976603
2021-04-05,153.333103
2021-04-06,153.261035
2021-04-07,152.974828
2021-04-08,152.874828
2021-04-09,152.747241
2021-04-12,152.767931
2021-04-13,152.650345
2021-04-15,152.605517
2021-04-16,152.614138
2021-04-19,152.664483
2021-04-20,152.721035
2021-04-21,152.867931
2021-04-22,153.004138
2021-04-23,153.461379
2021-04-26,153.660345
2021-04-27,154.05931
2021-04-28,154.022069
2021-04-29,153.333103
2021-04-30,153.46931
2021-05-03,153.07931
2021-05-04,153.198276
2021-05-05,152.934138
2021-05-06,152.646552
2021-05-07,152.164138
2021-05-17,152.260345
2021-05-18,152.485172
2021-05-19,152.80931
2021-05-20,153.127931
2021-05-21,153.217586
2021-05-24,153.242414
2021-05-25,153.817931
2021-05-26,154.306552
2021-05-27,154.831379
2021-05-28,154.394828
2021-05-31,154.168621
2021-06-01,154.161035
2021-06-02,154.363103
2021-06-03,154.497586
2021-06-04,154.405172
2021-06-07,154.559655
2021-06-08,155.158621
2021-06-09,155.632414
2021-06-10,155.505517
2021-06-11,155.634828
2021-06-14,155.644828
2021-06-15,156.123103
2021-06-16,156.496207
2021-06-17,156.606552
2021-06-18,156.515517
2021-06-21,156.891035
2021-06-22,157.441724
2021-06-23,157.98069
2021-06-24,157.754828
2021-06-25,157.325172
2021-06-28,157.624483
2021-06-29,157.962069
2021-06-30,157.31931
2021-07-02,157.471552
2021-07-05,157.688966
2021-07-06,158.042069
2021-07-07,158.213103
2021-07-08,158.875172
2021-07-09,159.03931
2021-07-12,159.101035
2021-07-13,159.168276
2021-07-14,159.146207
2021-07-15,158.874138
2021-07-16,159.374828
2021-07-19,160.191724
2021-07-23,161.487931
2021-07-26,161.329655
2021-07-27,160.612069
2021-07-28,161.224828
2021-07-29,161.359138
2021-07-30,161.628276
2021-08-02,162.507586
2021-08-03,163.656552
2021-08-04,163.371035
2021-08-05,163.212414
2021-08-06,163.08
2021-08-09,163.442414
2021-08-10,163.474138
2021-08-11,163.662759
2021-08-12,163.638621
2021-08-13,163.648276
2021-08-16,163.884483
2021-08-17,163.959655
2021-08-20,163.863793
2021-08-23,164.008966
2021-08-24,164.569655
2021-08-25,165.253103
2021-08-26,165.907241
2021-08-27,165.542414
2021-08-30,165.485517
2021-08-31,165.826207
2021-09-01,166.397241
2021-09-02,166.827931
2021-09-03,166.752759
2021-09-06,166.822069
2021-09-07,167.132759
2021-09-08,167.267586
2021-09-09,167.188276
2021-09-10,167.582414
2021-09-13,167.784483
2021-09-14,168.25069
2021-09-15,168.913103
2021-09-16,167.822414
2021-09-17,167.788276
2021-09-20,168.146552
2021-09-21,168.296207
2021-09-22,168.3
2021-09-23,168.523793
2021-09-24,168.821379
2021-09-27,169
2021-09-28,169.52069
2021-09-29,169.797931
2021-09-30,170.311724
2021-10-01,170.191035
2021-10-04,170.31
2021-10-05,170.543793
2021-10-06,170.58069
2021-10-07,170.715517
2021-10-08,170.384483
2021-10-11,170.348276
2021-10-12,170.702414
2021-10-13,170.847931
2021-10-14,170.95069
2021-10-15,170.993103
2021-10-18,171.725517
2021-10-20,172.735172
2021-10-21,173.12069
2021-10-22,173.84069
2021-10-25,173.897586
2021-10-26,174.364483
2021-10-27,173.823448
2021-10-28,172.18
2021-10-29,171.640345
2021-11-01,171.256207
2021-11-02,170.337586
2021-11-03,169.739655
2021-11-04,169.644483
2021-11-05,169.798276
2021-11-08,169.914828
2021-11-09,170.770345
2021-11-10,171.831035
2021-11-11,173.145862
2021-11-12,174.733793
2021-11-15,174.702759
2021-11-16,174.833793
2021-11-17,174.05069
2021-11-18,173.789655
2021-11-19,174.359655
2021-11-22,173.975517
2021-11-23,174.165172
2021-11-24,174.316207
2021-11-25,174.685517
2021-11-26,175.267931
2021-11-29,175.482759
2021-11-30,175.75931
2021-12-01,175.025517
2021-12-02,175.342414
2021-12-03,176.284138
2021-12-06,175.841035
2021-12-07,176.24069
2021-12-08,176.618966
2021-12-09,177.275172
2021-12-10,177.371379
2021-12-13,177.464828
2021-12-14,177.591379
2021-12-15,177.553103
2021-12-16,177.682069
2021-12-17,177.704483
2021-12-20,177.728621
2021-12-21,177.743103
2021-12-22,177.821035
2021-12-23,177.853448
2021-12-24,177.848966
2021-12-27,177.817931
2021-12-28,177.877586
2021-12-29,177.94931
2021-12-30,177.883793
2021-12-31,176.537241
2022-01-04,176.28931
2022-01-05,176.531379
2022-01-06,176.653448
2022-01-07,176.642759
2022-01-10,176.428621
2022-01-11,176.411724
2022-01-12,176.146552
2022-01-13,176.088276
2022-01-14,176.033103
2022-01-17,175.845862
2022-01-18,175.78069
2022-01-19,175.975172
2022-01-20,176.069655
2022-01-21,176.145862
2022-01-24,176.114828
2022-01-25,176.316552
2022-01-26,176.644138
2022-01-27,176.815172
2022-01-28,176.718276
2022-01-31,176.565517
2022-02-01,176.301552
2022-02-02,176.195345
2022-02-03,175.87569
2022-02-04,174.688793
2022-02-07,174.357759
2022-02-08,174.325345
2022-02-09,174.402241
2022-02-10,174.866379
2022-02-11,174.618448
2022-02-14,174.871897
2022-02-15,175.405
2022-02-16,175.589828
2022-02-17,175.329138
2022-02-18,175.370862
2022-02-21,175.719138
2022-02-22,175.809828
2022-02-23,176.030862
2022-02-24,176.097414
2022-02-25,176.73569
2022-02-28,177.05431
2022-03-01,177.333276
2022-03-02,177.371897
2022-03-03,177.557069
2022-03-04,177.546724
2022-03-07,177.750172
2022-03-08,178.212931
2022-03-09,178.487069
2022-03-10,178.441552
2022-03-11,178.441897
2022-03-14,178.615
2022-03-15,178.849483
2022-03-16,179.157069
2022-03-17,179.481552
2022-03-18,180.10431
2022-03-21,180.721207
2022-03-22,181.186034
2022-03-24,181.534655
2022-03-25,181.643966
2022-03-28,181.751207
2022-03-29,182.077414
2022-03-30,182.392241
2022-03-31,182.923276
2022-04-01,183.688793
2022-04-05,184.628103
2022-04-06,185.513966
2022-04-07,187.136379
2022-04-08,187.184655
2022-04-11,183.599828
2022-04-12,182.460862
2022-04-13,181.717069
2022-04-14,181.520517
2022-04-15,181.546034
2022-04-16,181.385
2022-04-18,181.584655
2022-04-19,182.736034
2022-04-20,184.892586
2022-04-21,186.06431
2022-04-22,186.94569
2022-04-23,186.450172
2022-04-25,186.013793
2022-04-26,185.851552
2022-04-27,185.596379
2022-04-28,185.482931
2022-04-29,185.598793
2022-04-30,185.472586
2022-05-06,185.703621
2022-05-09,186.970862
2022-05-10,187.683621
2022-05-11,189.243276
2022-05-12,190.685345
2022-05-13,192.210517
2022-05-16,192.883621
2022-05-17,194.788793
2022-05-18,196.733621
2022-05-19,199.173276
2022-05-20,200.226724
2022-05-23,200.410517
2022-05-24,200.468793
2022-05-25,201.482586
2022-05-26,201.796724
2022-05-27,200.587069
2022-05-30,199.109138
2022-05-31,198.849138
2022-06-01,197.933966
2022-06-02,197.662586
2022-06-03,197.563276
2022-06-06,198.513966
2022-06-07,201.236379
2022-06-08,201.732931
2022-06-09,201.155345
2022-06-10,201.216379
2022-06-13,202.887414
2022-06-14,204.205345
2022-06-15,205.525
2022-06-16,206.523966
2022-06-17,207.978448
2022-06-20,209.264138
2022-06-21,210.357586
2022-06-22,211.13
2022-06-23,208.998966
2022-06-24,207.393448
2022-06-27,207.041379
2022-06-28,207.262414
2022-06-29,205.875517
2022-06-30,204.624828
2022-07-04,204.326552
2022-07-05,205.110345
2022-07-06,206.928621
2022-07-07,207.772414
2022-07-13,207.996552
2022-07-14,209.587931
2022-07-15,209.530862
2022-07-18,211.560345
2022-07-19,217.420345
2022-07-20,223.920345
2022-07-21,225.978966
2022-07-22,227.543448
2022-07-25,229.175172
2022-07-26,231.418276
2022-07-27,234.639655
2022-07-28,237.57931
2022-07-29,239.941379
2022-08-01,239.267241
2022-08-02,238.655172
2022-08-03,233.655862
2022-08-04,225.059655
2022-08-05,224.475862
2022-08-10,222.417241
2022-08-11,219.672414
2022-08-12,216.087931
2022-08-15,213.873448
2022-08-16,213.14069
2022-08-17,213.715862
2022-08-18,214.845517
2022-08-19,214.927931
2022-08-22,215.174138
2022-08-23,216.546552
2022-08-24,217.891379
2022-08-25,218.913793
2022-08-26,219.894828
2022-08-29,221.141724
2022-08-30,220.290345
2022-08-31,218.964828
2022-09-01,217.791379
2022-09-02,218.554138
2022-09-05,219.19931
2022-09-06,220.288621
2022-09-07,221.946552
2022-09-08,224.377586
2022-09-09,227.034483
2022-09-12,229.149138
2022-09-13,230.72931
2022-09-14,232.812931
2022-09-15,235.207759
2022-09-16,236.28
2022-09-19,237.432759
2022-09-20,238.341379
2022-09-21,239.287931
2022-09-22,239.627586
2022-09-23,239.568966
2022-09-26,237.471838
2022-09-27,234.170345
2022-09-28,232.323448
2022-09-29,230.273679
2022-09-30,228.379828
2022-10-03,227.713793
2022-10-04,225.710345
2022-10-05,224.027586
2022-10-06,222.131034
2022-10-07,220.172414
2022-10-10,218.359655
2022-10-11,217.127241
2022-10-12,217.433448
2022-10-13,217.742069
2022-10-14,218.197586
2022-10-17,218.47069
2022-10-18,219.118966
2022-10-19,220.255517
2022-10-20,220.805172
2022-10-21,220.751724
2022-10-24,220.461897
2022-10-25,219.808966
2022-10-26,219.925172
2022-10-27,220.874483
2022-10-28,221.720345
2022-10-31,221.212931
2022-11-01,220.3775862
2022-11-02,220.7310345
2022-11-03,221.487931
2022-11-04,221.6913793
2022-11-07,221.6424138
2022-11-08,221.3034483
2022-11-10,221.3619552
2022-11-11,221.3810345
2022-11-14,221.4844828
2022-11-15,221.5724138
2022-11-16,221.8275862
2022-11-17,222.3603448
2022-11-18,222.6603448
2022-11-21,223.2110345
2022-11-22,223.4
2022-11-23,223.3631034
2022-11-24,223.54
2022-11-25,223.7996552
2022-11-28,223.82
2022-11-29,223.8175862
2022-11-30,223.6862069
2022-12-01,223.703103
2022-12-02,223.552069
2022-12-05,223.611724
2022-12-06,223.817241
2022-12-07,223.987241
2022-12-08,224.021379
2022-12-09,224.201724
2022-12-12,224.336207
2022-12-13,224.508621
2022-12-14,224.534483
2022-12-15,224.544828
2022-12-16,224.462069
2022-12-19,224.793793
2022-12-20,224.838103
2022-12-21,225.12931
2022-12-22,225.222414
2022-12-23,225.425862
2022-12-26,225.648276
2022-12-27,225.862069
2022-12-28,226.101724
2022-12-29,226.17069
2022-12-30,226.3
2023-01-03,226.5782759
2023-01-04,226.9013793
2023-01-05,226.9241379
2023-01-06,227.0906897
