Country,Indicator,Date,Close,Source,Frequency
akistan,Exchange Rate,6/14/2021,155.75,Trading Economics,Daily
akistan,Exchange Rate,6/13/2021,154.85,Trading Economics,Daily
akistan,Exchange Rate,6/11/2021,155.75,Trading Economics,Daily
akistan,Exchange Rate,6/10/2021,155.5,Trading Economics,Daily
akistan,Exchange Rate,6/9/2021,155.35,Trading Economics,Daily
akistan,Exchange Rate,6/8/2021,155.19,Trading Economics,Daily
akistan,Exchange Rate,6/7/2021,154.5,Trading Economics,Daily
akistan,Exchange Rate,6/4/2021,154.3,Trading Economics,Daily
akistan,Exchange Rate,6/3/2021,154.25,Trading Economics,Daily
akistan,Exchange Rate,6/2/2021,154.25,Trading Economics,Daily
akistan,Exchange Rate,6/1/2021,154.25,Trading Economics,Daily
akistan,Exchange Rate,5/31/2021,152.52,Trading Economics,Daily
akistan,Exchange Rate,5/28/2021,154.3,Trading Economics,Daily
akistan,Exchange Rate,5/27/2021,154.5,Trading Economics,Daily
akistan,Exchange Rate,5/26/2021,154.5,Trading Economics,Daily
akistan,Exchange Rate,5/25/2021,154,Trading Economics,Daily
akistan,Exchange Rate,5/24/2021,152.87,Trading Economics,Daily
akistan,Exchange Rate,5/21/2021,152.72,Trading Economics,Daily
akistan,Exchange Rate,5/20/2021,153,Trading Economics,Daily
akistan,Exchange Rate,5/19/2021,152.85,Trading Economics,Daily
akistan,Exchange Rate,5/18/2021,152.3,Trading Economics,Daily
akistan,Exchange Rate,5/17/2021,152.2,Trading Economics,Daily
akistan,Exchange Rate,5/15/2021,152.2,Trading Economics,Daily
akistan,Exchange Rate,5/14/2021,151.7,Trading Economics,Daily
akistan,Exchange Rate,5/13/2021,151.9,Trading Economics,Daily
akistan,Exchange Rate,5/12/2021,151.05,Trading Economics,Daily
akistan,Exchange Rate,5/11/2021,151.35,Trading Economics,Daily
akistan,Exchange Rate,5/10/2021,151.6,Trading Economics,Daily
akistan,Exchange Rate,5/9/2021,151.68,Trading Economics,Daily
akistan,Exchange Rate,5/7/2021,151.92,Trading Economics,Daily
akistan,Exchange Rate,5/6/2021,152.45,Trading Economics,Daily
akistan,Exchange Rate,5/5/2021,152.45,Trading Economics,Daily
akistan,Exchange Rate,5/4/2021,153.1,Trading Economics,Daily
akistan,Exchange Rate,5/3/2021,152.85,Trading Economics,Daily
akistan,Exchange Rate,5/2/2021,152.75,Trading Economics,Daily
akistan,Exchange Rate,4/30/2021,152.98,Trading Economics,Daily
akistan,Exchange Rate,4/29/2021,153,Trading Economics,Daily
akistan,Exchange Rate,4/28/2021,153.95,Trading Economics,Daily
akistan,Exchange Rate,4/27/2021,154,Trading Economics,Daily
akistan,Exchange Rate,4/26/2021,153.85,Trading Economics,Daily
akistan,Exchange Rate,4/25/2021,153.18,Trading Economics,Daily
akistan,Exchange Rate,4/24/2021,153.7,Trading Economics,Daily
akistan,Exchange Rate,4/23/2021,153.25,Trading Economics,Daily
akistan,Exchange Rate,4/22/2021,153.2,Trading Economics,Daily
akistan,Exchange Rate,4/21/2021,152.5,Trading Economics,Daily
akistan,Exchange Rate,4/20/2021,152.6,Trading Economics,Daily
akistan,Exchange Rate,4/19/2021,152.6,Trading Economics,Daily
akistan,Exchange Rate,4/16/2021,152.5,Trading Economics,Daily
akistan,Exchange Rate,4/15/2021,152.55,Trading Economics,Daily
akistan,Exchange Rate,4/14/2021,152.6,Trading Economics,Daily
akistan,Exchange Rate,4/13/2021,152.55,Trading Economics,Daily
akistan,Exchange Rate,4/12/2021,152.6,Trading Economics,Daily
akistan,Exchange Rate,4/9/2021,152.19,Trading Economics,Daily
akistan,Exchange Rate,4/8/2021,152.06,Trading Economics,Daily
akistan,Exchange Rate,4/7/2021,152.29,Trading Economics,Daily
akistan,Exchange Rate,4/6/2021,152.69,Trading Economics,Daily
akistan,Exchange Rate,4/5/2021,152.09,Trading Economics,Daily
akistan,Exchange Rate,4/2/2021,152.94,Trading Economics,Daily
akistan,Exchange Rate,4/1/2021,151.72,Trading Economics,Daily
akistan,Exchange Rate,3/31/2021,152.32,Trading Economics,Daily
akistan,Exchange Rate,3/30/2021,152.75,Trading Economics,Daily
akistan,Exchange Rate,3/29/2021,154,Trading Economics,Daily
akistan,Exchange Rate,3/26/2021,154.85,Trading Economics,Daily
akistan,Exchange Rate,3/25/2021,154.28,Trading Economics,Daily
akistan,Exchange Rate,3/24/2021,155.75,Trading Economics,Daily
akistan,Exchange Rate,3/23/2021,155.13,Trading Economics,Daily
akistan,Exchange Rate,3/22/2021,155.7,Trading Economics,Daily
akistan,Exchange Rate,3/19/2021,155.65,Trading Economics,Daily
akistan,Exchange Rate,3/18/2021,154.43,Trading Economics,Daily
akistan,Exchange Rate,3/17/2021,155.75,Trading Economics,Daily
akistan,Exchange Rate,3/16/2021,156.42,Trading Economics,Daily
akistan,Exchange Rate,3/15/2021,156.71,Trading Economics,Daily
akistan,Exchange Rate,3/12/2021,156.8,Trading Economics,Daily
akistan,Exchange Rate,3/11/2021,156.85,Trading Economics,Daily
akistan,Exchange Rate,3/10/2021,156.65,Trading Economics,Daily
akistan,Exchange Rate,3/9/2021,156.46,Trading Economics,Daily
akistan,Exchange Rate,3/8/2021,156.54,Trading Economics,Daily
akistan,Exchange Rate,3/5/2021,156.38,Trading Economics,Daily
akistan,Exchange Rate,3/4/2021,157,Trading Economics,Daily
akistan,Exchange Rate,3/3/2021,157,Trading Economics,Daily
akistan,Exchange Rate,3/2/2021,157.65,Trading Economics,Daily
akistan,Exchange Rate,3/1/2021,158.45,Trading Economics,Daily
akistan,Exchange Rate,2/27/2021,158.35,Trading Economics,Daily
akistan,Exchange Rate,2/26/2021,158.45,Trading Economics,Daily
akistan,Exchange Rate,2/25/2021,158.25,Trading Economics,Daily
akistan,Exchange Rate,2/24/2021,158.4,Trading Economics,Daily
akistan,Exchange Rate,2/23/2021,158.62,Trading Economics,Daily
akistan,Exchange Rate,2/22/2021,158.8,Trading Economics,Daily
akistan,Exchange Rate,2/19/2021,158.75,Trading Economics,Daily
akistan,Exchange Rate,2/18/2021,158.65,Trading Economics,Daily
akistan,Exchange Rate,2/17/2021,159.1,Trading Economics,Daily
akistan,Exchange Rate,2/16/2021,159.15,Trading Economics,Daily
akistan,Exchange Rate,2/15/2021,158.93,Trading Economics,Daily
akistan,Exchange Rate,2/12/2021,158.45,Trading Economics,Daily
akistan,Exchange Rate,2/11/2021,159.06,Trading Economics,Daily
akistan,Exchange Rate,2/10/2021,159.1,Trading Economics,Daily
akistan,Exchange Rate,2/9/2021,159.55,Trading Economics,Daily
akistan,Exchange Rate,2/8/2021,159.25,Trading Economics,Daily
akistan,Exchange Rate,2/5/2021,159.5,Trading Economics,Daily
akistan,Exchange Rate,2/4/2021,159.5,Trading Economics,Daily
akistan,Exchange Rate,2/3/2021,159.9,Trading Economics,Daily
akistan,Exchange Rate,2/2/2021,159.8,Trading Economics,Daily
akistan,Exchange Rate,2/1/2021,160,Trading Economics,Daily
akistan,Exchange Rate,1/29/2021,159.6,Trading Economics,Daily
akistan,Exchange Rate,1/28/2021,159.9,Trading Economics,Daily
akistan,Exchange Rate,1/27/2021,160.1,Trading Economics,Daily
akistan,Exchange Rate,1/26/2021,160.6,Trading Economics,Daily
akistan,Exchange Rate,1/25/2021,160.7,Trading Economics,Daily
akistan,Exchange Rate,1/22/2021,160.35,Trading Economics,Daily
akistan,Exchange Rate,1/21/2021,160.25,Trading Economics,Daily
akistan,Exchange Rate,1/20/2021,160.1,Trading Economics,Daily
akistan,Exchange Rate,1/19/2021,160.1,Trading Economics,Daily
akistan,Exchange Rate,1/18/2021,160.25,Trading Economics,Daily
akistan,Exchange Rate,1/15/2021,160.1,Trading Economics,Daily
akistan,Exchange Rate,1/14/2021,160,Trading Economics,Daily
akistan,Exchange Rate,1/13/2021,160,Trading Economics,Daily
akistan,Exchange Rate,1/12/2021,160,Trading Economics,Daily
akistan,Exchange Rate,1/11/2021,160,Trading Economics,Daily
akistan,Exchange Rate,1/8/2021,159.9,Trading Economics,Daily
akistan,Exchange Rate,1/7/2021,159.75,Trading Economics,Daily
akistan,Exchange Rate,1/6/2021,160.1,Trading Economics,Daily
akistan,Exchange Rate,1/5/2021,160.25,Trading Economics,Daily
akistan,Exchange Rate,1/4/2021,159.8,Trading Economics,Daily
akistan,Exchange Rate,1/1/2021,159.75,Trading Economics,Daily
